Name,Solution Size,Time Taken (seconds)
exact_034.gr,
exact_035.gr,1920,12.87
exact_036.gr,5876,93.28
exact_037.gr,
exact_038.gr,295,1.49
exact_039.gr,6688,1.62
exact_040.gr,4495,11.36
exact_041.gr,1297,5.01
exact_042.gr,4086,7.79
exact_043.gr,1220,1.25
exact_044.gr,5005,7.34
exact_045.gr,2417,3.39
exact_046.gr,1920,3.31
exact_047.gr,1920,10.38
exact_048.gr,1920,44.95
exact_049.gr,1920,219.52
exact_050.gr,1920,1.44
